,age,gender,time_available,route_type,price,difficulty,accompaniment,transport,selection_map
15413,35-45,Mujer,3 - 4,Turistica,Gratis,Alta,Pareja,Bicicleta,1
15414,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Solo,Bicicleta,14
15415,35-45,Mujer,1 - 2,Patrimonio,Gratis,Alta,Solo,Bicicleta,8
15416,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Pareja,Pie,20
15417,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,14
15418,+45,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Pie,5
15419,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,6
15420,+45,Hombre,1 - 2,Literaria,Gratis,Alta,Solo,Bicicleta,19
15421,35-45,Mujer,3 - 4,Turistica,Gratis,Alta,Pareja,Pie,18
15422,18-35,Mujer,7 - 8,Historica,1-50 Euros,Alta,Pareja,Pie,10
15423,35-45,Mujer,3 - 4,Turistica,Gratis,Baja,Solo,Bicicleta,22
15424,18-35,Mujer,1 - 2,Historica,1-50 Euros,Alta,Solo,Pie,8
15425,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,20
15426,18-35,Hombre,7 - 8,Turistica,Gratis,Baja,Familia,Pie,6
15427,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Solo,Bicicleta,21
15428,+45,Hombre,3 - 4,Turistica,+50 Euros,Alta,Pareja,Pie,7
15429,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Solo,Pie,15
15430,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,3
15431,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Pie,8
15432,35-45,Mujer,1 - 2,Literaria,Gratis,Alta,Solo,Bicicleta,6
15433,18-35,Hombre,1 - 2,Historica,+50 Euros,Baja,Pareja,Bicicleta,4
15434,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Familia,Pie,20
15435,35-45,Mujer,7 - 8,Literaria,Gratis,Baja,Pareja,Bicicleta,10
15436,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,5
15437,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Familia,Pie,8
15438,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Pie,1
15439,18-35,Hombre,5 - 6,Historica,1-50 Euros,Baja,Pareja,Bicicleta,10
15440,18-35,Hombre,3 - 4,Turistica,+50 Euros,Baja,Familia,Pie,9
15441,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,10
15442,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Bicicleta,6
15443,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Solo,Pie,8
15444,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,14
15445,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Familia,Bicicleta,1
15446,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Bicicleta,10
15447,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,13
15448,35-45,Hombre,3 - 4,Turistica,Gratis,Alta,Familia,Pie,5
15449,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Solo,Bicicleta,15
15450,18-35,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Bicicleta,0
15451,18-35,Mujer,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,17
15452,18-35,Hombre,7 - 8,Patrimonio,Gratis,Baja,Pareja,Bicicleta,13
15453,18-35,Mujer,1 - 2,Literaria,Gratis,Alta,Pareja,Pie,13
15454,+45,Hombre,1 - 2,Turistica,Gratis,Baja,Familia,Pie,12
15455,+45,Mujer,7 - 8,Literaria,Gratis,Baja,Solo,Pie,4
15456,35-45,Prefiero no decirlo,3 - 4,Historica,Gratis,Alta,Familia,Pie,5
15457,18-35,Mujer,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,1
15458,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,8
15459,35-45,Hombre,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,19
15460,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,2
15461,18-35,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,4
15462,+45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,22
15463,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Familia,Bicicleta,20
15464,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,6
15465,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,7
15466,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,1
15467,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,21
15468,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,22
15469,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,13
15470,18-35,Hombre,7 - 8,Patrimonio,Gratis,Baja,Pareja,Bicicleta,10
15471,35-45,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,21
15472,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,4
15473,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Solo,Bicicleta,21
15474,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Pie,5
15475,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,7
15476,+45,Hombre,7 - 8,Historica,Gratis,Alta,Solo,Pie,17
15477,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,1
15478,+45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,3
15479,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,5
15480,+45,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,9
15481,35-45,Hombre,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,13
15482,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,1
15483,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Familia,Bicicleta,7
15484,18-35,Hombre,1 - 2,Literaria,+50 Euros,Baja,Pareja,Bicicleta,11
15485,35-45,Hombre,7 - 8,Historica,Gratis,Baja,Solo,Pie,12
15486,+45,Prefiero no decirlo,3 - 4,Historica,Gratis,Alta,Solo,Pie,9
15487,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,3
15488,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,18
15489,35-45,Mujer,5 - 6,Literaria,+50 Euros,Baja,Pareja,Bicicleta,3
15490,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,14
15491,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,7
15492,18-35,Prefiero no decirlo,3 - 4,Patrimonio,Gratis,Alta,Pareja,Bicicleta,9
15493,35-45,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,11
15494,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,14
15495,35-45,Hombre,5 - 6,Historica,Gratis,Alta,Familia,Pie,21
15496,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,5
15497,18-35,Mujer,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,9
15498,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,14
15499,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,10
15500,35-45,Mujer,1 - 2,Turistica,+50 Euros,Alta,Familia,Pie,5
15501,35-45,Hombre,5 - 6,Patrimonio,Gratis,Alta,Pareja,Bicicleta,16
15502,35-45,Hombre,5 - 6,Historica,Gratis,Baja,Pareja,Pie,6
15503,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,7
15504,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,9
15505,+45,Prefiero no decirlo,3 - 4,Turistica,Gratis,Alta,Solo,Pie,14
15506,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Familia,Bicicleta,5
15507,18-35,Mujer,3 - 4,Turistica,+50 Euros,Baja,Familia,Pie,23
15508,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Alta,Solo,Pie,18
15509,18-35,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,1
15510,+45,Hombre,1 - 2,Literaria,Gratis,Baja,Solo,Pie,6
15511,18-35,Mujer,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,2
15512,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,13
15513,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,14
15514,18-35,Mujer,3 - 4,Turistica,Gratis,Alta,Solo,Pie,21
15515,35-45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Familia,Bicicleta,22
15516,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,18
15517,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,15
15518,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,19
15519,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,1
15520,35-45,Hombre,1 - 2,Turistica,+50 Euros,Alta,Solo,Pie,2
15521,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Familia,Bicicleta,6
15522,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Pie,7
15523,18-35,Hombre,3 - 4,Turistica,+50 Euros,Baja,Solo,Pie,15
15524,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,2
15525,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Pie,11
15526,18-35,Hombre,1 - 2,Historica,+50 Euros,Baja,Pareja,Pie,1
15527,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,21
15528,35-45,Hombre,1 - 2,Patrimonio,1-50 Euros,Baja,Pareja,Pie,15
15529,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Alta,Pareja,Bicicleta,15
15530,35-45,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,13
15531,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,4
15532,18-35,Mujer,7 - 8,Turistica,Gratis,Baja,Solo,Pie,17
15533,18-35,Prefiero no decirlo,7 - 8,Turistica,+50 Euros,Baja,Pareja,Bicicleta,4
15534,18-35,Prefiero no decirlo,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,1
15535,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Familia,Bicicleta,23
15536,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,11
15537,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,7
15538,18-35,Hombre,7 - 8,Historica,1-50 Euros,Alta,Pareja,Pie,12
15539,35-45,Hombre,1 - 2,Patrimonio,Gratis,Alta,Solo,Pie,14
15540,35-45,Hombre,3 - 4,Patrimonio,Gratis,Baja,Pareja,Pie,22
15541,35-45,Mujer,1 - 2,Patrimonio,Gratis,Alta,Solo,Bicicleta,16
15542,18-35,Mujer,1 - 2,Literaria,Gratis,Alta,Pareja,Pie,9
15543,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Solo,Pie,8
15544,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,12
15545,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,5
15546,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,13
15547,+45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,21
15548,35-45,Mujer,5 - 6,Turistica,Gratis,Alta,Solo,Pie,10
15549,35-45,Hombre,1 - 2,Patrimonio,1-50 Euros,Baja,Solo,Pie,10
15550,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,11
15551,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,6
15552,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Solo,Bicicleta,14
15553,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Pie,3
15554,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,2
15555,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Bicicleta,10
15556,18-35,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Bicicleta,11
15557,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,7
15558,18-35,Hombre,3 - 4,Turistica,Gratis,Alta,Pareja,Pie,6
15559,+45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,13
15560,18-35,Hombre,7 - 8,Historica,Gratis,Alta,Solo,Pie,20
15561,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,20
15562,18-35,Mujer,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,18
15563,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,9
15564,35-45,Mujer,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,9
15565,+45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Bicicleta,17
15566,35-45,Mujer,7 - 8,Turistica,Gratis,Alta,Pareja,Bicicleta,22
15567,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,21
15568,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Bicicleta,18
15569,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,8
15570,35-45,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,14
15571,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Bicicleta,21
15572,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Familia,Pie,10
15573,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Solo,Pie,17
15574,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,1
15575,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,22
15576,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Familia,Bicicleta,10
15577,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Solo,Bicicleta,20
15578,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,3
15579,35-45,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,18
15580,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,2
15581,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Solo,Pie,9
15582,35-45,Mujer,3 - 4,Historica,Gratis,Baja,Familia,Bicicleta,2
15583,+45,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Bicicleta,19
15584,+45,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,13
15585,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,17
15586,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,10
15587,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Alta,Solo,Pie,19
15588,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Alta,Solo,Pie,16
15589,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Pie,8
15590,35-45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,21
15591,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,11
15592,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,20
15593,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,5
15594,18-35,Mujer,7 - 8,Historica,1-50 Euros,Baja,Pareja,Bicicleta,6
15595,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,16
15596,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,3
15597,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Pie,13
15598,+45,Mujer,3 - 4,Literaria,1-50 Euros,Alta,Solo,Pie,10
15599,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Pareja,Pie,10
15600,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,10
15601,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,6
15602,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,12
15603,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,13
15604,18-35,Mujer,7 - 8,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,4
15605,35-45,Hombre,7 - 8,Turistica,+50 Euros,Baja,Solo,Pie,8
15606,+45,Hombre,7 - 8,Turistica,+50 Euros,Alta,Familia,Pie,18
15607,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,11
15608,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Bicicleta,16
15609,18-35,Prefiero no decirlo,3 - 4,Historica,Gratis,Alta,Solo,Pie,18
15610,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Bicicleta,19
15611,35-45,Mujer,3 - 4,Patrimonio,Gratis,Baja,Pareja,Pie,20
15612,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Bicicleta,22
15613,18-35,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Bicicleta,3
15614,+45,Mujer,7 - 8,Turistica,Gratis,Alta,Pareja,Bicicleta,15
15615,18-35,Mujer,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,12
15616,18-35,Mujer,7 - 8,Turistica,1-50 Euros,Baja,Pareja,Pie,7
15617,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Pie,10
15618,35-45,Mujer,1 - 2,Literaria,Gratis,Alta,Solo,Pie,12
15619,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,3
15620,18-35,Hombre,1 - 2,Turistica,Gratis,Alta,Solo,Pie,6
15621,35-45,Hombre,5 - 6,Historica,Gratis,Baja,Solo,Bicicleta,18
15622,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,13
15623,18-35,Hombre,1 - 2,Patrimonio,Gratis,Alta,Pareja,Bicicleta,11
15624,18-35,Hombre,5 - 6,Historica,Gratis,Baja,Pareja,Pie,21
15625,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,5
15626,+45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,3
15627,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,2
15628,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,5
15629,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,9
15630,18-35,Mujer,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,4
15631,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Solo,Pie,8
15632,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Pie,22
15633,18-35,Hombre,1 - 2,Historica,+50 Euros,Baja,Pareja,Pie,0
15634,35-45,Hombre,3 - 4,Turistica,+50 Euros,Alta,Familia,Pie,21
15635,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Bicicleta,13
15636,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,7
15637,18-35,Hombre,7 - 8,Historica,Gratis,Baja,Solo,Bicicleta,20
15638,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,2
15639,18-35,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Solo,Pie,19
15640,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,2
15641,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,3
15642,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Solo,Bicicleta,20
15643,18-35,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Alta,Pareja,Pie,7
15644,+45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Familia,Pie,22
15645,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,14
15646,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,13
15647,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Pie,15
15648,35-45,Prefiero no decirlo,3 - 4,Historica,1-50 Euros,Baja,Familia,Pie,5
15649,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Pie,1
15650,+45,Hombre,5 - 6,Historica,1-50 Euros,Baja,Solo,Bicicleta,17
15651,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,3
15652,18-35,Hombre,7 - 8,Patrimonio,Gratis,Baja,Pareja,Bicicleta,17
15653,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,3
15654,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Pareja,Pie,0
15655,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,21
15656,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,18
15657,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Familia,Pie,2
15658,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Solo,Bicicleta,12
15659,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,21
15660,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,15
15661,35-45,Prefiero no decirlo,7 - 8,Turistica,1-50 Euros,Alta,Solo,Pie,12
15662,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,8
15663,35-45,Hombre,7 - 8,Literaria,Gratis,Alta,Pareja,Pie,9
15664,18-35,Mujer,7 - 8,Patrimonio,Gratis,Baja,Pareja,Bicicleta,19
15665,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,16
15666,+45,Hombre,7 - 8,Turistica,Gratis,Baja,Solo,Pie,22
15667,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,18
15668,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Pie,4
15669,+45,Hombre,3 - 4,Literaria,Gratis,Baja,Solo,Bicicleta,19
15670,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,18
15671,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Bicicleta,22
15672,35-45,Mujer,7 - 8,Patrimonio,Gratis,Baja,Pareja,Bicicleta,19
15673,35-45,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Familia,Bicicleta,19
15674,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,21
15675,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,4
15676,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,4
15677,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,7
15678,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,11
15679,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Pie,16
15680,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,7
15681,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Bicicleta,14
15682,18-35,Hombre,5 - 6,Historica,1-50 Euros,Alta,Solo,Bicicleta,10
15683,35-45,Prefiero no decirlo,1 - 2,Patrimonio,1-50 Euros,Alta,Pareja,Pie,12
15684,35-45,Prefiero no decirlo,1 - 2,Turistica,+50 Euros,Baja,Solo,Bicicleta,23
15685,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,0
15686,35-45,Hombre,3 - 4,Literaria,Gratis,Baja,Solo,Bicicleta,19
15687,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,3
15688,+45,Hombre,3 - 4,Patrimonio,1-50 Euros,Baja,Solo,Pie,15
15689,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Solo,Bicicleta,19
15690,18-35,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,8
15691,18-35,Mujer,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,20
15692,+45,Mujer,1 - 2,Historica,1-50 Euros,Alta,Familia,Pie,11
15693,18-35,Mujer,7 - 8,Turistica,Gratis,Baja,Pareja,Pie,8
15694,35-45,Hombre,7 - 8,Historica,1-50 Euros,Alta,Familia,Pie,11
15695,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Pareja,Bicicleta,7
15696,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Bicicleta,19
15697,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,17
15698,35-45,Mujer,3 - 4,Historica,Gratis,Alta,Pareja,Pie,12
15699,18-35,Mujer,7 - 8,Historica,+50 Euros,Alta,Pareja,Bicicleta,16
15700,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Familia,Bicicleta,21
15701,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,15
15702,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Bicicleta,6
15703,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,10
15704,18-35,Hombre,5 - 6,Literaria,Gratis,Baja,Solo,Bicicleta,8
15705,18-35,Hombre,3 - 4,Turistica,+50 Euros,Baja,Solo,Bicicleta,5
15706,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,9
15707,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,21
15708,35-45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Solo,Bicicleta,16
15709,35-45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,9
15710,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Solo,Bicicleta,11
15711,35-45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Pie,15
15712,35-45,Hombre,5 - 6,Turistica,Gratis,Alta,Pareja,Pie,14
15713,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,10
15714,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,13
15715,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,1
15716,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,12
15717,35-45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,6
15718,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Pareja,Bicicleta,4
15719,35-45,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Pie,23
15720,+45,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Solo,Pie,10
